w,na ,neff,re(neff),imag(neff),loss,SA(1/RIU),rg(um)
0.72,1.34,1.4462988039633429-8.376351008903107E-6i,1.446298804,8.38E-06,6.349243378,29.35984935,0.5
0.74,1.34,1.4454376305899495-1.5850886785760213E-5i,1.445437631,1.59E-05,11.6901867,44.97760341,0.5
0.76,1.34,1.444584815082194-3.5957911391884394E-5i,1.444584815,3.60E-05,25.82144062,58.9842024,0.5
0.78,1.34,1.4437505716302206-9.824245847417641E-5i,1.443750572,9.82E-05,68.73916025,70.54403565,0.5
0.8,1.34,1.443051799970588-1.605160640620436E-4i,1.4430518,0.000160516,109.5035296,58.06350084,0.5
0.82,1.34,1.442299693923821-7.931313437547997E-5i,1.442299694,7.93E-05,52.78747196,-118.4022433,0.5
0.84,1.34,1.4414953897522091-4.200154955344038E-5i,1.44149539,4.20E-05,27.28887487,-322.1092486,0.5
0.86,1.34,1.4406968674132294-2.6948893239210076E-5i,1.440696867,2.69E-05,17.10181034,-227.3326624,0.5
0.88,1.34,1.4399065322178914-1.9793672447013306E-5i,1.439906532,1.98E-05,12.27561644,-157.9781814,0.5
0.9,1.34,1.4391223952943988-1.5944524934216038E-5i,1.439122395,1.59E-05,9.668713189,-116.9484608,0.5
0.92,1.34,1.4383427176748902-1.3710425079393608E-5i,1.438342718,1.37E-05,8.13322329,-90.99458574,0.5
0.94,1.34,1.4375661939961126-1.2367053113048655E-5i,1.437566194,1.24E-05,7.180223708,-73.3055534,0.5
0.96,1.34,1.4367918241906181-1.1564959445692987E-5i,1.436791824,1.16E-05,6.574647668,-60.50966892,0.5
0.98,1.34,1.4360188155394136-1.1119529341151219E-5i,1.436018816,1.11E-05,6.192413268,-50.82428842,0.5
1,1.34,1.4352465224157496-1.0926258110617393E-5i,1.435246522,1.09E-05,5.963085806,-43.23618848,0.5
1.02,1.34,1.4344744088828056-1.0922831413830015E-5i,1.434474409,1.09E-05,5.844329079,-37.13115232,0.5
1.04,1.34,1.4337020242668914-1.1070661975062364E-5i,1.433702024,1.11E-05,5.80951469,-32.11581065,0.5
1.06,1.34,1.4329289862696177-1.134525633239579E-5i,1.432928986,1.13E-05,5.841280349,-27.92627395,0.5
1.08,1.34,1.4321549686679405-1.1730890999836231E-5i,1.432154969,1.17E-05,5.927981601,-24.37846492,0.5
1.1,1.34,1.4313796919553137-1.2217523759103386E-5i,1.431379692,1.22E-05,6.061639582,-21.33969309,0.5
1.12,1.34,1.4306029159672915-1.2798925581995739E-5i,1.430602916,1.28E-05,6.236703451,-18.71163125,0.5
1.14,1.34,1.4298244339108486-1.347150925336497E-5i,1.429824434,1.35E-05,6.449276628,-16.41970192,0.5
1.16,1.34,1.4290440674290446-1.423357111559348E-5i,1.429044067,1.42E-05,6.696617437,-14.40621923,0.5
1.18,1.34,1.4282616624573063-1.5084786046621539E-5i,1.428261662,1.51E-05,6.976807663,-12.62581386,0.5
1.2,1.34,1.4274770857035466-1.6025862226783203E-5i,1.427477086,1.60E-05,7.288526914,-11.04229275,0.5
1.22,1.34,1.426690221632408-1.7058299318229644E-5i,1.426690222,1.71E-05,7.630895443,-9.626428574,0.5
1.24,1.34,1.4259009698654077-1.8184215062624424E-5i,1.42590097,1.82E-05,8.003362296,-8.354368165,0.5
1.26,1.34,1.4251092429300882-1.940621801397275E-5i,1.425109243,1.94E-05,8.405624091,-7.206463658,0.5
1.28,1.34,1.4243149643061699-2.072731188359838E-5i,1.424314964,2.07E-05,8.837564891,-6.166398744,0.5
1.3,1.34,1.4235180667274225-2.2150821831243933E-5i,1.423518067,2.22E-05,9.299210842,-5.220525345,0.5
1.32,1.34,1.4227184907058439-2.3680336142184732E-5i,1.422718491,2.37E-05,9.790695295,-4.357353028,0.5
1.34,1.34,1.4219161832506853-2.531965876018161E-5i,1.421916183,2.53E-05,10.31223148,-3.567151174,0.5
1.36,1.34,1.421111096759424-2.7072769496061262E-5i,1.421111097,2.71E-05,10.86409064,-2.841635605,0.5
1.38,1.34,1.4203031880613712-2.894378964868788E-5i,1.420303188,2.89E-05,11.44658427,-2.173719338,0.5
1.4,1.34,1.4194924175974182-3.0936951405363295E-5i,1.419492418,3.09E-05,12.06004928,-1.557312605,0.5
0.6,1.35,1.4519323253936558-1.0328042041800471E-6i,1.451932325,1.03E-06,0.939434164,5.697370324,0.5
0.62,1.35,1.4509105281673518-1.2699391306065336E-6i,1.450910528,1.27E-06,1.117868758,2.399671487,0.5
0.64,1.35,1.449929810495449-1.8018994786258702E-6i,1.44992981,1.80E-06,1.536562354,15.05647592,0.5
0.66,1.35,1.448984255383653-3.3193250213280717E-6i,1.448984255,3.32E-06,2.74476677,26.10040428,0.5
0.68,1.35,1.4480691687327065-3.816001831281542E-6i,1.448069169,3.82E-06,3.062663373,-34.92545539,0.5
0.7,1.35,1.4471769663132763-4.255392276436989E-6i,1.447176966,4.26E-06,3.317730949,-25.42730175,0.5
0.72,1.35,1.4463047028079496-5.917066971988602E-6i,1.446304703,5.92E-06,4.485115087,16.1687384,0.5
0.74,1.35,1.4454480981625266-8.721537790534583E-6i,1.445448098,8.72E-06,6.432220891,26.73001159,0.5
0.76,1.35,1.4446025269509082-1.4748424158516319E-5i,1.444602527,1.47E-05,10.59086982,37.64548125,0.5
0.78,1.35,1.4437632285431192-2.893826354056527E-5i,1.443763229,2.89E-05,20.24778254,54.16243155,0.5
0.8,1.35,1.442927506672488-6.731481786001925E-5i,1.442927507,6.73E-05,45.92194679,67.6714534,0.5
0.82,1.35,1.442137662380066-1.7322166466925425E-4i,1.442137662,0.000173222,115.2890229,76.35698926,0.5
0.84,1.35,1.441509106293961-1.7729242522431898E-4i,1.441509106,0.000177292,115.1888647,49.80810701,0.5
0.86,1.35,1.4407430062701383-8.821252971763246E-5i,1.440743006,8.82E-05,55.97981109,-143.7333852,0.5
0.88,1.35,1.4399464428119706-5.106335621134498E-5i,1.439946443,5.11E-05,31.66841204,-402.7367428,0.5
0.9,1.35,1.4391553925272194-3.459140143005974E-5i,1.439155393,3.46E-05,20.97612445,-288.7276554,0.5
0.92,1.35,1.4383708807750775-2.61861695838399E-5i,1.438370881,2.62E-05,15.53401613,-202.4326744,0.5
0.94,1.35,1.4375911367484717-2.1432789836934562E-5i,1.437591137,2.14E-05,12.44372643,-150.4628441,0.5
0.96,1.35,1.4368146309930403-1.8562878116866543E-5i,1.436814631,1.86E-05,10.5529452,-117.4168329,0.5
0.98,1.35,1.4360402200859388-1.6770951004688184E-5i,1.43604022,1.68E-05,9.339663248,-94.93352678,0.5
1,1.35,1.4352670396581189-1.5650355660711827E-5i,1.43526704,1.57E-05,8.541296824,-78.74348229,0.5
1.02,1.35,1.4344944162371922-1.4978604583556985E-5i,1.434494416,1.50E-05,8.014395811,-66.55290141,0.5
1.04,1.35,1.433721810726917-1.462609481238702E-5i,1.433721811,1.46E-05,7.675287428,-57.04878329,0.5
1.06,1.35,1.4329487826772747-1.45135636962694E-5i,1.432948783,1.45E-05,7.472532301,-49.43403292,0.5
1.08,1.35,1.4321749669095714-1.4590702147205239E-5i,1.432174967,1.46E-05,7.373132516,-43.19929296,0.5
1.1,1.35,1.4314000575071695-1.482470583303166E-5i,1.431400058,1.48E-05,7.355174865,-38.00443395,0.5
1.12,1.35,1.430623796339128-1.5193813341258083E-5i,1.430623796,1.52E-05,7.403692403,-33.61361986,0.5
1.14,1.35,1.4298459644897263-1.568349091627823E-5i,1.429845964,1.57E-05,7.508228626,-29.85797874,0.5
1.16,1.35,1.4290663756323967-1.628409057539582E-5i,1.429066376,1.63E-05,7.661346827,-26.61320865,0.5
1.18,1.35,1.4282848707600835-1.6989363054542687E-5i,1.428284871,1.70E-05,7.857686413,-23.78562573,0.5
1.2,1.35,1.42750131389926-1.7795484850225247E-5i,1.427501314,1.78E-05,8.093347393,-21.30317396,0.5
1.22,1.35,1.4267155885627565-1.8700404317991837E-5i,1.426715589,1.87E-05,8.365478142,-19.1094547,0.5
1.24,1.35,1.4259275947748837-1.97033913369254E-5i,1.425927595,1.97E-05,8.671992648,-17.15965272,0.5
1.26,1.35,1.4251372465519008-2.0804720062587565E-5i,1.425137247,2.08E-05,9.011372336,-15.41768782,0.5
1.28,1.35,1.4243444697531331-2.2005440583298025E-5i,1.42434447,2.20E-05,9.382524381,-13.85417896,0.5
1.3,1.35,1.4235492002396903-2.3307211099051778E-5i,1.4235492,2.33E-05,9.7846785,-12.44496022,0.5
1.32,1.35,1.4227513822926203-2.4712171986175816E-5i,1.422751382,2.47E-05,10.21731045,-11.16997958,0.5
1.34,1.35,1.4219509672528956-2.6222849264906888E-5i,1.421950967,2.62E-05,10.68008436,-10.01246851,0.5
1.36,1.35,1.421147912353209-2.7842078953261804E-5i,1.421147912,2.78E-05,11.17280851,-8.958306829,0.5
1.38,1.35,1.4203421797172593-2.957294640147436E-5i,1.42034218,2.96E-05,11.69540089,-7.995530512,0.5
1.4,1.35,1.419533735506415-3.1418736449310534E-5i,1.419533736,3.14E-05,12.24786195,-7.11394589,0.5
0.6,1.36,1.4519324789065107-9.73961523945319E-7i,1.451932479,9.74E-07,0.88591112,5.702926249,0.5
0.62,1.36,1.4509108164696434-1.2394647633915561E-6i,1.450910816,1.24E-06,1.09104358,1.658922036,0.5
0.64,1.36,1.4499303457131556-1.5305969175275426E-6i,1.449930346,1.53E-06,1.305210213,3.493510902,0.5
0.66,1.36,1.4489843808983174-2.452967771255167E-6i,1.448984381,2.45E-06,2.028371546,23.75822612,0.5
0.68,1.36,1.4480687801210155-5.148757848438224E-6i,1.44806878,5.15E-06,4.132312503,36.319894,0.5
0.7,1.36,1.4471802845508925-5.3374237113504515E-6i,1.447180285,5.34E-06,4.161340408,-44.68989494,0.5
0.72,1.36,1.4463093550262143-4.960351892157684E-6i,1.446309355,4.96E-06,3.759928562,-71.73077119,0.5
0.74,1.36,1.4454547720357398-6.390269728640617E-6i,1.445454772,6.39E-06,4.712887501,2.948728264,0.5
0.76,1.36,1.4446141439887559-9.196308907927776E-6i,1.444614144,9.20E-06,6.60388591,29.2485044,0.5
0.78,1.36,1.4437831400736343-1.326459635908218E-5i,1.44378314,1.33E-05,9.28109118,35.42840124,0.5
0.8,1.36,1.4429573634320334-2.1761902263650444E-5i,1.442957363,2.18E-05,14.84589797,41.51824195,0.5
0.82,1.36,1.4421327237958688-4.095481677342843E-5i,1.442132724,4.10E-05,27.25779606,55.47693328,0.5
0.84,1.36,1.4413076657424124-8.898642435423153E-5i,1.441307666,8.90E-05,57.8154717,70.20668867,0.5
0.86,1.36,1.4405231546376955-2.1500338484539585E-4i,1.440523155,0.000215003,136.4414886,79.6301584,0.5
0.88,1.36,1.4399534164162748-2.567142537596814E-4i,1.439953416,0.000256714,159.2087432,68.11571041,0.5
0.9,1.36,1.4392208822372101-1.3446634376192612E-4i,1.439220882,0.000134466,81.53999676,-27.99505798,0.5
0.92,1.36,1.4384307908407268-7.919553298459559E-5i,1.438430791,7.92E-05,46.97994042,-382.6040134,0.5
0.94,1.36,1.4376417026376298-5.368117499590828E-5i,1.437641703,5.37E-05,31.16691114,-460.4039574,0.5
0.96,1.36,1.4368580897766263-4.035882169984347E-5i,1.43685809,4.04E-05,22.94387924,-319.3909953,0.5
0.98,1.36,1.4360787210974426-3.2692206268292876E-5i,1.436078721,3.27E-05,18.20613496,-232.0943635,0.5
1,1.36,1.4353021285001342-2.7973990698125042E-5i,1.435302129,2.80E-05,15.26701137,-177.6724849,0.5
1.02,1.36,1.434527172365143-2.4947300524699693E-5i,1.434527172,2.49E-05,13.34820875,-141.6828656,0.5
1.04,1.36,1.4337530032149375-2.2970103945510008E-5i,1.433753003,2.30E-05,12.05394552,-116.493033,0.5
1.06,1.36,1.4329789778128958-2.168820355157365E-5i,1.432978978,2.17E-05,11.16650638,-98.00556127,0.5
1.08,1.36,1.4322045970509374-2.0893782313248356E-5i,1.432204597,2.09E-05,10.55827363,-83.90779264,0.5
1.1,1.36,1.431429464984138-2.0458751369233853E-5i,1.431429465,2.05E-05,10.15046744,-72.82261867,0.5
1.12,1.36,1.4306532619214447-2.030100400048437E-5i,1.430653262,2.03E-05,9.892341423,-63.8884911,0.5
1.14,1.36,1.429875726283404-2.0366264300448414E-5i,1.429875726,2.04E-05,9.750033933,-56.54236757,0.5
1.16,1.36,1.4290966419387294-2.0617809577242026E-5i,1.429096642,2.06E-05,9.700277043,-50.40202936,0.5
1.18,1.36,1.4283158290454687-2.1030389364386426E-5i,1.428315829,2.10E-05,9.726686294,-45.19930136,0.5
1.2,1.36,1.4275331372047915-2.1586487945074966E-5i,1.427533137,2.16E-05,9.817487267,-40.74055115,0.5
1.22,1.36,1.4267484401931185-2.2273949609380304E-5i,1.42674844,2.23E-05,9.964075398,-36.8824372,0.5
1.24,1.36,1.425961631808481-2.308442486524223E-5i,1.425961632,2.31E-05,10.16007647,-33.51651472,0.5
1.26,1.36,1.425172622529453-2.401232685393436E-5i,1.425172623,2.40E-05,10.40071759,-30.55916772,0.5
1.28,1.36,1.4243813367850013-2.505411370177768E-5i,1.424381337,2.51E-05,10.6823961,-27.94484506,0.5
1.3,1.36,1.4235877106966273-2.6207784249135456E-5i,1.423587711,2.62E-05,11.00237785,-25.62140475,0.5
1.32,1.36,1.4227916901948787-2.7472516551692232E-5i,1.42279169,2.75E-05,11.35858194,-23.54683808,0.5
1.34,1.36,1.4219932294393-2.8848403791142472E-5i,1.421993229,2.88E-05,11.74942445,-21.68691826,0.5
1.36,1.36,1.4211922894890934-3.0336257813460846E-5i,1.421192289,3.03E-05,12.17370297,-20.01348175,0.5
1.38,1.36,1.4203888371844806-3.193746035421633E-5i,1.420388837,3.19E-05,12.63051023,-18.50315106,0.5
1.4,1.36,1.419582844207658-3.365384835962775E-5i,1.419582844,3.37E-05,13.11916822,-17.1363713,0.5
0.6,1.37,1.4519326275459048-9.184172165371051E-7i,1.451932628,9.18E-07,0.835388263,5.441235594,0.5
0.62,1.37,1.4509109839858874-1.218903009302248E-6i,1.450910984,1.22E-06,1.072944018,8.665774767,0.5
0.64,1.37,1.4499309007200376-1.4771253473498557E-6i,1.449930901,1.48E-06,1.259612552,-15.221752,0.5
0.66,1.37,1.4489852205931277-1.870186141555932E-6i,1.448985221,1.87E-06,1.546466448,9.026325063,0.5
0.68,1.37,1.4480684917784448-3.278734455780561E-6i,1.448068492,3.28E-06,2.631460982,31.57557311,0.5
0.7,1.37,1.4471779297519696-7.72271276026586E-6i,1.44717793,7.72E-06,6.021039065,47.65520962,0.5
0.72,1.37,1.446313776716432-8.518450557971681E-6i,1.446313777,8.52E-06,6.456954315,-19.78095632,0.5
0.74,1.37,1.4454615714621006-6.201838039032822E-6i,1.445461571,6.20E-06,4.573917256,-152.8070604,0.5
0.76,1.37,1.4446221452205006-6.506526092429738E-6i,1.444622145,6.51E-06,4.672348049,-45.31567706,0.5
0.78,1.37,1.4437940205201514-8.565161938607032E-6i,1.443794021,8.57E-06,5.992948957,12.59686737,0.5
0.8,1.37,1.4429750791364828-1.272674302950749E-5i,1.442975079,1.27E-05,8.682142132,37.73200555,0.5
0.82,1.37,1.4421632067685404-1.8234340398234063E-5i,1.442163207,1.82E-05,12.13600673,46.21758276,0.5
0.84,1.37,1.4413528664825621-2.6512002448922656E-5i,1.441352866,2.65E-05,17.22514348,49.35341207,0.5
0.86,1.37,1.4405402402315122-4.379584892091353E-5i,1.44054024,4.38E-05,27.7929151,54.55754397,0.5
0.88,1.37,1.4397225234430424-8.18515160871322E-5i,1.439722523,8.19E-05,50.76257672,62.94932954,0.5
0.9,1.37,1.4389066821883176-1.721102746571156E-4i,1.438906682,0.00017211,104.3671661,74.70529772,0.5
0.92,1.37,1.438201431728545-3.822008205909293E-4i,1.438201432,0.000382201,226.7270779,83.45066527,0.5
0.94,1.37,1.4377101847724891-3.008314290403179E-4i,1.437710185,0.000300831,174.6606034,66.06438396,0.5
0.96,1.37,1.43695607223388-1.6926126402908468E-4i,1.436956072,0.000169261,96.22456353,-8.319980191,0.5
0.98,1.37,1.436166781552081-1.0856897432755927E-4i,1.436166782,0.000108569,60.46154801,-237.5620575,0.5
1,1.37,1.4353784035728978-7.767607508479967E-5i,1.435378404,7.77E-05,42.39228985,-746.4412479,0.5
1.02,1.37,1.4345942510157144-6.029335080339419E-5i,1.434594251,6.03E-05,32.26033343,-486.0656015,0.5
1.04,1.37,1.4338133969615-4.9728674721529484E-5i,1.433813397,4.97E-05,26.09595225,-349.0761854,0.5
1.06,1.37,1.4330345953367318-4.294384917121626E-5i,1.433034595,4.29E-05,22.11030363,-265.7082252,0.5
1.08,1.37,1.4322568367222714-3.842529385179197E-5i,1.432256837,3.84E-05,19.41748798,-210.9870382,0.5
1.1,1.37,1.4314793612059555-3.535734986376684E-5i,1.431479361,3.54E-05,17.54230363,-173.031269,0.5
1.12,1.37,1.4307015984083395-3.3271009135262995E-5i,1.430701598,3.33E-05,16.21240909,-145.4895081,0.5
1.14,1.37,1.4299231141375006-3.188183232146358E-5i,1.429923114,3.19E-05,15.26293396,-124.7474736,0.5
1.16,1.37,1.4291435722419878-3.100960401377333E-5i,1.429143572,3.10E-05,14.58941353,-108.6419308,0.5
1.18,1.37,1.4283627084683974-3.0535978430829966E-5i,1.428362708,3.05E-05,14.12308054,-95.81884523,0.5
1.2,1.37,1.4275803124892943-3.038094210855411E-5i,1.427580312,3.04E-05,13.81718569,-85.39620657,0.5
1.22,1.37,1.4267962153139297-3.0489125086596428E-5i,1.426796215,3.05E-05,13.63906925,-76.77884208,0.5
1.24,1.37,1.4260102802559358-3.0821519524179504E-5i,1.42601028,3.08E-05,13.56538,-69.55244708,0.5
1.26,1.37,1.4252223962915278-3.135029408993437E-5i,1.425222396,3.14E-05,13.57909032,-63.42061686,0.5
1.28,1.37,1.4244324730613789-3.205544695584791E-5i,1.424432473,3.21E-05,13.66757514,-58.16612382,0.5
1.3,1.37,1.4236404370316813-3.292258672652457E-5i,1.423640437,3.29E-05,13.82134161,-53.62635247,0.5
1.32,1.37,1.422846228494299-3.394142554006415E-5i,1.422846228,3.39E-05,14.03316884,-49.67727177,0.5
1.34,1.37,1.4220497991902692-3.5104733541782636E-5i,1.422049799,3.51E-05,14.29751252,-46.2227082,0.5
1.36,1.37,1.4212511104080803-3.640759923490485E-5i,1.42125111,3.64E-05,14.6100848,-43.18699907,0.5
1.38,1.37,1.4204501314523097-3.78468968870559E-5i,1.420450131,3.78E-05,14.96755262,-40.50985417,0.5
1.4,1.37,1.4196468384076322-3.942089677087706E-5i,1.419646838,3.94E-05,15.3673176,-38.14269244,0.5
0.6,1.38,1.4519327739155954-8.68443972049778E-7i,1.451932774,8.68E-07,0.789932819,4.992158855,0.5
0.62,1.38,1.4509111397908283-1.1132756198877462E-6i,1.45091114,1.11E-06,0.979965106,-5.492247099,0.5
0.64,1.38,1.4499312358167582-1.7019697043969664E-6i,1.449931236,1.70E-06,1.451347651,2.018072299,0.5
0.66,1.38,1.4489861328815685-1.7013770611435925E-6i,1.448986133,1.70E-06,1.406877359,-21.73890405,0.5
0.68,1.38,1.448069813821477-2.2434552606437045E-6i,1.448069814,2.24E-06,1.800562096,13.93636047,0.5
0.7,1.38,1.447177638118797-4.042437805930315E-6i,1.447177638,4.04E-06,3.151700277,36.19413536,0.5
0.72,1.38,1.446307055050975-1.0203481542368572E-5i,1.446307055,1.02E-05,7.734201628,55.97716986,0.5
0.74,1.38,1.445464800830774-1.5678684438794894E-5i,1.445464801,1.57E-05,11.56318576,28.32925887,0.5
0.76,1.38,1.44463169144402-9.455002444406275E-6i,1.444631691,9.46E-06,6.789654203,-170.8143157,0.5
0.78,1.38,1.4438051797275022-7.486219848982476E-6i,1.44380518,7.49E-06,5.238025126,-87.16491247,0.5
0.8,1.38,1.4429882595951184-7.92468764370934E-6i,1.44298826,7.92E-06,5.406195781,-8.504361467,0.5
0.82,1.38,1.4421788307727028-9.80686903321958E-6i,1.442178831,9.81E-06,6.527037775,26.41628,0.5
0.84,1.38,1.4413746354410186-1.342742463135065E-5i,1.441374635,1.34E-05,8.723947439,32.42094678,0.5
0.86,1.38,1.440573847266871-1.9901909387526333E-5i,1.440573847,1.99E-05,12.62978322,48.15389995,0.5
0.88,1.38,1.4397758824481202-3.0326535491028924E-5i,1.439775882,3.03E-05,18.80787502,58.32871859,0.5
0.9,1.38,1.4389786953631043-4.353478157144309E-5i,1.438978695,4.35E-05,26.39936395,62.57456647,0.5
0.92,1.38,1.438175061303023-6.325169315389944E-5i,1.438175061,6.33E-05,37.52182306,65.39881448,0.5
0.94,1.38,1.4373611884596487-1.0208899867557223E-4i,1.437361188,0.000102089,59.27215174,70.12301353,0.5
0.96,1.38,1.4365387759669501-1.8334376766690109E-4i,1.436538776,0.000183344,104.2304282,75.99778844,0.5
0.98,1.38,1.435734575669093-3.6648766359469295E-4i,1.435734576,0.000366488,204.0952455,82.1488743,0.5
1,1.38,1.4353586304191006-6.574823392315166E-4i,1.43535863,0.000657482,358.8258272,84.94890521,0.5
1.02,1.38,1.4347477241499829-3.533585890440876E-4i,1.434747724,0.000353359,189.0667171,57.68849339,0.5
1.04,1.38,1.433967427120351-2.2331963550758626E-4i,1.433967427,0.00022332,117.1907069,-0.984013991,0.5
1.06,1.38,1.433172892891973-1.5704918865499268E-4i,1.433172893,0.000157049,80.859199,-124.3691598,0.5
1.08,1.38,1.4323800842520191-1.1949768325100802E-4i,1.432380084,0.000119498,60.38587075,-405.8827774,0.5
1.1,1.38,1.4315906934562073-9.65366210016784E-5i,1.431590693,9.65E-05,47.89597422,-889.8991662,0.5
1.12,1.38,1.4308039581324257-8.167683665995492E-5i,1.430803958,8.17E-05,39.79976333,-579.177657,0.5
1.14,1.38,1.4300188521599613-7.165361267928894E-5i,1.430018852,7.17E-05,34.30305847,-434.0057843,0.5
1.16,1.38,1.4292345062493501-6.469903656155322E-5i,1.429234506,6.47E-05,30.43963408,-344.3876923,0.5
1.18,1.38,1.4284502492135256-5.9795200344072033E-5i,1.428450249,5.98E-05,27.65565323,-283.4584497,0.5
1.2,1.38,1.4276655739737447-5.632511418815596E-5i,1.427665574,5.63E-05,25.61653812,-239.8117706,0.5
1.22,1.38,1.426880097630694-5.389832228784509E-5i,1.426880098,5.39E-05,24.11098869,-207.3827041,0.5
1.24,1.38,1.4260935293742196-5.225864058073994E-5i,1.426093529,5.23E-05,23.00043374,-182.5983176,0.5
1.26,1.38,1.425305646919524-5.1232843990382736E-5i,1.425305647,5.12E-05,22.19103317,-163.2252767,0.5
1.28,1.38,1.4245162796112671-5.07008579223381E-5i,1.42451628,5.07E-05,21.61747381,-147.8076671,0.5
1.3,1.38,1.4237252963148046-5.057776912692506E-5i,1.423725296,5.06E-05,21.23322297,-135.3639562,0.5
1.32,1.38,1.4229325966634518-5.080259974789782E-5i,1.422932597,5.08E-05,21.00446427,-125.2134064,0.5
1.34,1.38,1.4221381046577914-5.133109208965368E-5i,1.422138105,5.13E-05,20.90621001,-116.872239,0.5
1.36,1.38,1.4213417639307337-5.2130948776468994E-5i,1.421341764,5.21E-05,20.91974198,-109.9893252,0.5
1.38,1.38,1.4205435342113353-5.317861962422263E-5i,1.420543534,5.32E-05,21.03088636,-104.3051548,0.5
1.4,1.38,1.4197433886679172-5.4457088183991905E-5i,1.419743389,5.45E-05,21.22882629,-99.62495551,0.5
0.6,1.39,1.4519329193617827-8.250898694020762E-7i,1.451932919,8.25E-07,0.750498118,4.181942215,0.5
0.62,1.39,1.4509202962814938-1.1744194678236897E-6i,1.450920296,1.17E-06,1.033787211,21.24574631,0.5
0.64,1.39,1.449931146909146-1.6676227252634864E-6i,1.449931147,1.67E-06,1.422058406,19.23978161,0.5
0.66,1.39,1.4489869804343232-2.0712377880617475E-6i,1.44898698,2.07E-06,1.712717078,-37.65200669,0.5
0.68,1.39,1.448071173423343-1.930799248611673E-6i,1.448071173,1.93E-06,1.549629272,-17.74381361,0.5
0.7,1.39,1.4471796721707417-2.579312394429436E-6i,1.447179672,2.58E-06,2.010969613,16.58537507,0.5
0.72,1.39,1.4463081902104244-4.491861347770325E-6i,1.44630819,4.49E-06,3.404814445,37.10476086,0.5
0.74,1.39,1.4454667249280515-1.123702933620404E-5i,1.445466725,1.12E-05,8.287420932,59.24343937,0.5
0.76,1.39,1.44462368324385-2.5605500171675083E-5i,1.444623683,2.56E-05,18.38735557,59.95743643,0.5
0.78,1.39,1.4438274250906988-1.4011576827971868E-5i,1.443827425,1.40E-05,9.803745142,-88.94274219,0.5
0.8,1.39,1.4430133302575552-8.598631726046917E-6i,1.44301333,8.60E-06,5.865958212,-444.3375783,0.5
0.82,1.39,1.4422067432317027-7.21625904984791E-6i,1.442206743,7.22E-06,4.8028372,-255.2908806,0.5
0.84,1.39,1.4413939206044735-9.074126438107378E-6i,1.441393921,9.07E-06,5.895561083,-26.21689848,0.5
0.86,1.39,1.4405978268933217-1.0318363852843686E-5i,1.440597827,1.03E-05,6.548050045,10.21847818,0.5
0.88,1.39,1.4398049856054607-1.2637455947535772E-5i,1.439804986,1.26E-05,7.837482527,30.51373657,0.5
0.9,1.39,1.4390137151211906-1.629308074097666E-5i,1.439013715,1.63E-05,9.880076409,44.08438987,0.5
0.92,1.39,1.4382223446071691-2.188583568967167E-5i,1.438222345,2.19E-05,12.9829956,54.3644345,0.5
0.94,1.39,1.4374291556627312-3.0501116324693237E-5i,1.437429156,3.05E-05,17.70873276,62.7612238,0.5
0.96,1.39,1.4366324334313725-4.4006558990770134E-5i,1.436632433,4.40E-05,25.01760787,69.86247628,0.5
0.98,1.39,1.4358307810366298-6.542217351300306E-5i,1.435830781,6.54E-05,36.43329882,75.84022765,0.5
1,1.39,1.435023690350237-9.895829011337532E-5i,1.43502369,9.90E-05,54.00721538,80.64303,0.5
1.02,1.39,1.4342110843843885-1.495113427582123E-4i,1.434211084,0.000149511,79.99697652,78.29075307,0.5
1.04,1.39,1.4333900286415258-2.2551713196529126E-4i,1.433390029,0.000225517,118.3438799,81.49563084,0.5
1.06,1.39,1.4325550146865706-3.5236994503398103E-4i,1.432555015,0.00035237,181.4231054,84.58812801,0.5
1.08,1.39,1.4317028633135547-6.045181989185251E-4i,1.431702863,0.000604518,305.4817201,88.17538227,0.5
1.1,1.39,1.431930576920474-9.556152063707436E-4i,1.431930577,0.000955615,474.1218494,90.04708659,0.5
1.12,1.39,1.431116058222677-5.547308255778347E-4i,1.431116058,0.000554731,270.3111001,76.95165476,0.5
1.14,1.39,1.4303065307446292-3.8263443633499973E-4i,1.430306531,0.000382634,183.1803164,54.65000041,0.5
1.16,1.39,1.4294961686846799-2.8751455549323984E-4i,1.429496169,0.000287515,135.2699874,17.38295121,0.5
1.18,1.39,1.4286896596450434-2.2928974825122656E-4i,1.42868966,0.00022929,106.0479391,-42.82558585,0.5
1.2,1.39,1.4278873670904957-1.9139936779566591E-4i,1.427887367,0.000191399,87.04801175,-136.9273856,0.5
1.22,1.39,1.4270884584309407-1.6567412048754685E-4i,1.427088458,0.000165674,74.11300901,-277.8546404,0.5
1.24,1.39,1.4262919464419523-1.4768203909689632E-4i,1.426291946,0.000147682,64.9988388,-470.1090503,0.5
1.26,1.39,1.4254969744707056-1.348577953462978E-4i,1.425496974,0.000134858,58.41240846,-683.9598106,0.5
1.28,1.39,1.4247028657205567-1.2564061323096565E-4i,1.424702866,0.000125641,53.56975755,-873.6127299,0.5
1.3,1.39,1.423909105826787-1.190418383670275E-4i,1.423909106,0.000119042,49.97535362,-523.7946914,0.5
1.32,1.39,1.4231153121459803-1.144142654328216E-4i,1.423115312,0.000114414,47.30486947,-479.532669,0.5
1.34,1.39,1.4223212053776466-1.1132288872231291E-4i,1.422321205,0.000111323,45.33976575,-452.5494716,0.5
